source_file,n,mean_ms,median_ms,sd_ms,min_ms,max_ms,p95_ms,p99_ms,sent,received,lost,packet_loss_percent
e2e_encrypted_aes192.csv,5000,1.658835,1.546144,0.616027,0.530958,12.952805,2.646124,3.499079,5000,5000,0,0.000
