packet_counter,encrypt_time_ns,encrypt_time_us
149,61799,61.799
150,48369,48.369
151,61815,61.815
152,60349,60.349
153,70312,70.312
154,59341,59.341
155,56206,56.206
156,174530,174.53
157,57336,57.336
158,49238,49.238
159,56139,56.139
160,162657,162.657
161,60940,60.94
162,53658,53.658
163,49788,49.788
164,157970,157.97
165,50438,50.438
166,75629,75.629
167,103784,103.784
168,84297,84.297
169,94604,94.604
170,62034,62.034
171,58770,58.77
172,65304,65.304
173,53453,53.453
174,57670,57.67
175,46814,46.814
176,59651,59.651
177,52980,52.98
178,71698,71.698
179,57774,57.774
180,47947,47.947
181,76950,76.95
182,46686,46.686
183,61630,61.63
184,55967,55.967
185,50112,50.112
186,57800,57.8
187,53596,53.596
188,46374,46.374
189,52174,52.174
190,49169,49.169
191,104425,104.425
192,68104,68.104
193,115933,115.933
194,66292,66.292
195,48139,48.139
196,71708,71.708
197,240300,240.3
198,117564,117.564
199,486621,486.621
200,214978,214.978
201,98310,98.31
202,80182,80.182
203,83669,83.669
204,172793,172.793
205,61774,61.774
206,83363,83.363
207,96799,96.799
208,70368,70.368
209,68948,68.948
210,56308,56.308
211,78233,78.233
212,374286,374.286
213,51619,51.619
214,164932,164.932
215,50725,50.725
216,89941,89.941
217,95780,95.78
218,231993,231.993
219,115193,115.193
220,76837,76.837
221,87070,87.07
222,197151,197.151
223,83254,83.254
224,82796,82.796
225,58961,58.961
226,85083,85.083
227,49033,49.033
228,335210,335.21
229,81278,81.278
230,51200,51.2
231,63408,63.408
232,53026,53.026
233,62550,62.55
234,54327,54.327
235,43036,43.036
236,154058,154.058
237,48178,48.178
238,54826,54.826
239,61082,61.082
240,46954,46.954
241,57286,57.286
242,57272,57.272
243,107156,107.156
244,61682,61.682
245,45453,45.453
246,63288,63.288
247,56973,56.973
248,61742,61.742
249,52031,52.031
250,50171,50.171
251,60735,60.735
252,44848,44.848
253,135896,135.896
254,60558,60.558
255,51045,51.045
256,193848,193.848
257,63732,63.732
258,55462,55.462
259,50591,50.591
260,48976,48.976
261,55580,55.58
262,49881,49.881
263,82489,82.489
264,63910,63.91
265,50175,50.175
266,86219,86.219
267,48233,48.233
268,56018,56.018
269,75253,75.253
270,119086,119.086
271,143643,143.643
272,51100,51.1
273,58606,58.606
274,57593,57.593
275,59128,59.128
276,64992,64.992
277,39311,39.311
278,68638,68.638
279,48566,48.566
280,35511,35.511
281,66962,66.962
282,308554,308.554
283,48706,48.706
284,158841,158.841
285,45103,45.103
286,75728,75.728
287,47300,47.3
288,49638,49.638
289,55616,55.616
290,45449,45.449
291,74394,74.394
292,41167,41.167
293,107892,107.892
294,107797,107.797
295,47022,47.022
296,60937,60.937
297,43072,43.072
298,56400,56.4
299,110713,110.713
300,68329,68.329
301,91246,91.246
302,93985,93.985
303,98709,98.709
304,188826,188.826
305,57111,57.111
306,108757,108.757
307,78648,78.648
308,78113,78.113
309,66257,66.257
310,100400,100.4
311,112886,112.886
312,53291,53.291
313,86984,86.984
314,69298,69.298
315,63606,63.606
316,261431,261.431
317,57107,57.107
318,153900,153.9
319,97958,97.958
320,63929,63.929
321,116006,116.006
322,65588,65.588
323,112226,112.226
324,284714,284.714
325,55917,55.917
326,97570,97.57
327,56315,56.315
328,98723,98.723
329,63827,63.827
330,45833,45.833
331,57685,57.685
332,51003,51.003
333,100776,100.776
334,62478,62.478
335,41718,41.718
336,54312,54.312
337,44567,44.567
338,58058,58.058
339,55172,55.172
340,46823,46.823
341,52850,52.85
342,76235,76.235
343,110624,110.624
344,66897,66.897
345,46642,46.642
346,182378,182.378
347,48677,48.677
348,188489,188.489
349,116830,116.83
350,76057,76.057
351,62505,62.505
352,53890,53.89
353,65247,65.247
354,78910,78.91
355,88301,88.301
356,70004,70.004
357,44764,44.764
358,55222,55.222
359,61690,61.69
360,50822,50.822
361,61583,61.583
362,46896,46.896
363,54846,54.846
364,55609,55.609
365,47828,47.828
366,76573,76.573
367,44293,44.293
368,61190,61.19
369,172174,172.174
370,48235,48.235
371,57645,57.645
372,106559,106.559
373,62739,62.739
374,176862,176.862
375,46584,46.584
376,59708,59.708
377,41682,41.682
378,62825,62.825
379,57754,57.754
380,72460,72.46
381,68519,68.519
382,62441,62.441
383,63032,63.032
384,56289,56.289
385,41974,41.974
386,63087,63.087
387,45550,45.55
388,59980,59.98
389,55012,55.012
390,45340,45.34
391,59263,59.263
392,56793,56.793
393,59759,59.759
394,55077,55.077
395,43623,43.623
396,50610,50.61
397,45405,45.405
398,352063,352.063
399,54342,54.342
400,55445,55.445
401,85308,85.308
402,54874,54.874
403,84963,84.963
404,96718,96.718
405,57563,57.563
406,79100,79.1
407,63494,63.494
408,97028,97.028
409,71760,71.76
410,164111,164.111
411,90609,90.609
412,49668,49.668
413,68683,68.683
414,339343,339.343
415,60050,60.05
416,99070,99.07
417,62525,62.525
418,108050,108.05
419,93782,93.782
420,66097,66.097
421,94350,94.35
422,66682,66.682
423,162481,162.481
424,105092,105.092
425,70568,70.568
426,226957,226.957
427,63417,63.417
428,175949,175.949
429,89043,89.043
430,164893,164.893
431,122887,122.887
432,193889,193.889
433,72329,72.329
434,62290,62.29
435,47263,47.263
436,62493,62.493
437,72458,72.458
438,228088,228.088
439,135467,135.467
440,54813,54.813
441,67440,67.44
442,71691,71.691
443,116077,116.077
444,65914,65.914
445,53372,53.372
446,56788,56.788
447,57679,57.679
448,77208,77.208
449,93620,93.62
450,56882,56.882
451,59714,59.714
452,50462,50.462
453,115955,115.955
454,93950,93.95
455,63061,63.061
456,274656,274.656
457,61298,61.298
458,71196,71.196
459,55573,55.573
460,60854,60.854
461,59613,59.613
462,67738,67.738
463,66108,66.108
464,61773,61.773
465,49449,49.449
466,52601,52.601
467,40339,40.339
468,223328,223.328
469,77697,77.697
470,177255,177.255
471,94048,94.048
472,51864,51.864
473,101465,101.465
474,104020,104.02
475,55104,55.104
476,137025,137.025
477,52740,52.74
478,271464,271.464
479,110583,110.583
480,56048,56.048
481,100209,100.209
482,61703,61.703
483,68517,68.517
484,367861,367.861
485,45369,45.369
486,61232,61.232
487,45502,45.502
488,114330,114.33
489,60040,60.04
490,63191,63.191
491,63823,63.823
492,55574,55.574
493,53489,53.489
494,159462,159.462
495,44043,44.043
496,73317,73.317
497,57068,57.068
498,49443,49.443
499,52333,52.333
500,51562,51.562
501,98014,98.014
502,70728,70.728
503,141913,141.913
504,77129,77.129
505,69315,69.315
506,77349,77.349
507,59085,59.085
508,99526,99.526
509,60689,60.689
510,63329,63.329
511,69023,69.023
512,54508,54.508
513,193218,193.218
514,67499,67.499
515,53791,53.791
516,195946,195.946
517,52702,52.702
518,103812,103.812
519,95732,95.732
520,78499,78.499
521,83730,83.73
522,47452,47.452
523,102401,102.401
524,640093,640.093
525,104912,104.912
526,263586,263.586
527,56716,56.716
528,195669,195.669
529,58439,58.439
530,52713,52.713
531,60691,60.691
532,47670,47.67
533,86830,86.83
534,75510,75.51
535,48873,48.873
536,60451,60.451
537,44431,44.431
538,62346,62.346
539,53547,53.547
540,44782,44.782
541,54717,54.717
542,70662,70.662
543,111566,111.566
544,176279,176.279
545,49508,49.508
546,65495,65.495
547,47501,47.501
548,169524,169.524
549,55927,55.927
550,53893,53.893
551,70005,70.005
552,61257,61.257
553,102727,102.727
554,289508,289.508
555,68266,68.266
556,65098,65.098
557,50886,50.886
558,191398,191.398
559,70252,70.252
560,44988,44.988
561,57347,57.347
562,47311,47.311
563,56061,56.061
564,67062,67.062
565,58998,58.998
566,55618,55.618
567,53578,53.578
568,153935,153.935
569,65646,65.646
570,47465,47.465
571,56912,56.912
572,46300,46.3
573,63211,63.211
574,245737,245.737
575,72071,72.071
576,94727,94.727
577,55014,55.014
578,79449,79.449
579,66228,66.228
580,51792,51.792
581,60684,60.684
582,67106,67.106
583,60411,60.411
584,74920,74.92
585,51826,51.826
586,60345,60.345
587,40178,40.178
588,53067,53.067
589,55683,55.683
590,47108,47.108
591,51318,51.318
592,51401,51.401
593,56837,56.837
594,59247,59.247
595,50166,50.166
596,115854,115.854
597,40400,40.4
598,49010,49.01
599,48553,48.553
600,63502,63.502
601,155330,155.33
602,74573,74.573
603,134896,134.896
604,294115,294.115
605,63349,63.349
606,84967,84.967
607,64026,64.026
608,138545,138.545
609,60802,60.802
610,45726,45.726
611,66400,66.4
612,164819,164.819
613,82476,82.476
614,69765,69.765
615,66872,66.872
616,188601,188.601
617,50639,50.639
618,121593,121.593
619,88048,88.048
620,219849,219.849
621,86993,86.993
622,56154,56.154
623,104405,104.405
624,91100,91.1
625,79619,79.619
626,112790,112.79
627,79680,79.68
628,237525,237.525
629,70031,70.031
630,47322,47.322
631,57840,57.84
632,48845,48.845
633,54598,54.598
634,165454,165.454
635,44402,44.402
636,52276,52.276
637,42569,42.569
638,74857,74.857
639,51189,51.189
640,55040,55.04
641,64833,64.833
642,51456,51.456
643,112316,112.316
644,87635,87.635
645,64125,64.125
646,61342,61.342
647,42841,42.841
648,53882,53.882
649,51419,51.419
650,69982,69.982
651,57613,57.613
652,49735,49.735
653,56571,56.571
654,51569,51.569
655,77138,77.138
656,69812,69.812
657,47417,47.417
658,60227,60.227
659,69811,69.811
660,53672,53.672
661,61704,61.704
662,55103,55.103
663,85856,85.856
664,59487,59.487
665,42059,42.059
666,53440,53.44
667,43191,43.191
668,53641,53.641
669,61840,61.84
670,43926,43.926
671,1331589,1331.589
672,65142,65.142
673,70441,70.441
674,57018,57.018
675,49109,49.109
676,251621,251.621
677,143685,143.685
678,117034,117.034
679,77872,77.872
680,62032,62.032
681,187859,187.859
682,67737,67.737
683,61194,61.194
684,55282,55.282
685,42499,42.499
686,64328,64.328
687,41667,41.667
688,57933,57.933
689,52681,52.681
690,42228,42.228
691,156549,156.549
692,42213,42.213
693,61264,61.264
694,142538,142.538
695,36453,36.453
696,51487,51.487
697,41843,41.843
698,48296,48.296
699,51183,51.183
700,45325,45.325
701,85037,85.037
702,65377,65.377
703,88193,88.193
704,72237,72.237
705,74457,74.457
706,76673,76.673
707,62506,62.506
708,128894,128.894
709,72758,72.758
710,107670,107.67
711,67411,67.411
712,270054,270.054
713,96705,96.705
714,116653,116.653
715,50959,50.959
716,146139,146.139
717,61724,61.724
718,105552,105.552
719,73542,73.542
720,97721,97.721
721,90981,90.981
722,48593,48.593
723,122564,122.564
724,112156,112.156
725,52457,52.457
726,312378,312.378
727,52949,52.949
728,102262,102.262
729,135440,135.44
730,72247,72.247
731,60841,60.841
732,55357,55.357
733,61103,61.103
734,56512,56.512
735,44787,44.787
736,56461,56.461
737,60302,60.302
738,112972,112.972
739,57981,57.981
740,48025,48.025
741,72795,72.795
742,55039,55.039
743,109700,109.7
744,125755,125.755
745,50715,50.715
746,172050,172.05
747,40739,40.739
748,69660,69.66
749,112520,112.52
750,42314,42.314
751,49296,49.296
752,46857,46.857
753,67420,67.42
754,57762,57.762
755,147702,147.702
756,84918,84.918
757,87229,87.229
758,75728,75.728
759,56228,56.228
760,44659,44.659
761,51112,51.112
762,52045,52.045
763,80908,80.908
764,82824,82.824
765,48091,48.091
766,64548,64.548
767,46160,46.16
768,57011,57.011
769,63843,63.843
770,60888,60.888
771,53109,53.109
772,43008,43.008
773,49166,49.166
774,50559,50.559
775,44317,44.317
776,104017,104.017
777,60915,60.915
778,114634,114.634
779,117873,117.873
780,51820,51.82
781,67187,67.187
782,67579,67.579
783,62520,62.52
784,57357,57.357
785,52049,52.049
786,113835,113.835
787,52125,52.125
788,63436,63.436
789,52990,52.99
790,54470,54.47
791,51177,51.177
792,49006,49.006
793,58631,58.631
794,54407,54.407
795,44473,44.473
796,178640,178.64
797,41477,41.477
798,66812,66.812
799,90034,90.034
800,126532,126.532
801,88473,88.473
802,326449,326.449
803,78453,78.453
804,71344,71.344
805,71992,71.992
806,128363,128.363
807,61583,61.583
808,83841,83.841
809,65079,65.079
810,106943,106.943
811,67394,67.394
812,46579,46.579
813,94012,94.012
814,67455,67.455
815,50824,50.824
816,83017,83.017
817,53825,53.825
818,91604,91.604
819,73020,73.02
820,89393,89.393
821,94623,94.623
822,109850,109.85
823,102793,102.793
824,227162,227.162
825,60367,60.367
826,162427,162.427
827,63155,63.155
828,135398,135.398
829,66595,66.595
830,132591,132.591
831,68936,68.936
832,113215,113.215
833,64066,64.066
834,81890,81.89
835,52609,52.609
836,78645,78.645
837,41144,41.144
838,109624,109.624
839,52122,52.122
840,44393,44.393
841,72779,72.779
842,59854,59.854
843,113266,113.266
844,172893,172.893
845,51024,51.024
846,214530,214.53
847,49857,49.857
848,60366,60.366
849,58788,58.788
850,101174,101.174
851,49032,49.032
852,43325,43.325
853,65409,65.409
854,161688,161.688
855,50337,50.337
856,188873,188.873
857,60255,60.255
858,61400,61.4
859,113662,113.662
860,49235,49.235
861,50537,50.537
862,48801,48.801
863,56372,56.372
864,176249,176.249
865,47422,47.422
866,64550,64.55
867,42281,42.281
868,199845,199.845
869,116277,116.277
870,46653,46.653
871,52517,52.517
872,87379,87.379
873,103398,103.398
874,136170,136.17
875,55808,55.808
876,72925,72.925
877,49144,49.144
878,68127,68.127
879,64135,64.135
880,55025,55.025
881,112732,112.732
882,55769,55.769
883,64062,64.062
884,165074,165.074
885,76901,76.901
886,66694,66.694
887,90766,90.766
888,97353,97.353
889,279046,279.046
890,93237,93.237
891,110686,110.686
892,91783,91.783
893,98743,98.743
894,102011,102.011
895,96360,96.36
896,110459,110.459
897,90180,90.18
898,98842,98.842
899,99510,99.51
900,73616,73.616
901,116815,116.815
902,95724,95.724
903,112227,112.227
904,134808,134.808
905,97871,97.871
906,140767,140.767
907,87474,87.474
908,513339,513.339
909,67753,67.753
910,64447,64.447
911,114002,114.002
912,77731,77.731
913,113123,113.123
914,102443,102.443
915,90734,90.734
916,228281,228.281
917,92372,92.372
918,106578,106.578
919,104359,104.359
920,102861,102.861
921,124886,124.886
922,108649,108.649
923,122503,122.503
924,112238,112.238
925,99554,99.554
926,119217,119.217
927,98292,98.292
928,107267,107.267
929,103557,103.557
930,94101,94.101
931,114259,114.259
932,103404,103.404
933,126443,126.443
934,95049,95.049
935,92292,92.292
936,103917,103.917
937,72150,72.15
938,191727,191.727
939,124037,124.037
940,79705,79.705
941,100071,100.071
942,75517,75.517
943,100187,100.187
944,209483,209.483
945,76311,76.311
946,107480,107.48
947,89856,89.856
948,128045,128.045
949,96870,96.87
950,101592,101.592
951,77718,77.718
952,82520,82.52
953,114530,114.53
954,74660,74.66
955,94801,94.801
956,74841,74.841
957,90628,90.628
958,109422,109.422
959,95053,95.053
960,115847,115.847
961,137575,137.575
962,193657,193.657
963,87703,87.703
964,83839,83.839
965,88866,88.866
966,103637,103.637
967,89155,89.155
968,98873,98.873
969,67269,67.269
970,72381,72.381
971,67640,67.64
972,74194,74.194
973,126469,126.469
974,61871,61.871
975,53839,53.839
976,161595,161.595
977,67508,67.508
978,65726,65.726
979,55513,55.513
980,249360,249.36
981,86369,86.369
982,407919,407.919
983,98172,98.172
984,74912,74.912
985,50930,50.93
986,58965,58.965
987,49591,49.591
988,81830,81.83
989,60088,60.088
990,48822,48.822
991,56647,56.647
992,67657,67.657
993,58616,58.616
994,58991,58.991
995,43778,43.778
996,55486,55.486
997,44539,44.539
998,48912,48.912
999,109027,109.027
1000,45692,45.692
1001,158728,158.728
1002,125546,125.546
1003,83041,83.041
1004,79892,79.892
1005,98299,98.299
1006,61791,61.791
1007,89786,89.786
1008,87645,87.645
1009,80199,80.199
1010,105516,105.516
1011,78722,78.722
1012,144222,144.222
1013,111787,111.787
1014,107327,107.327
1015,89545,89.545
1016,77135,77.135
1017,98050,98.05
1018,85039,85.039
1019,69829,69.829
1020,104279,104.279
1021,86326,86.326
1022,110530,110.53
1023,76462,76.462
1024,77384,77.384
1025,87340,87.34
1026,82528,82.528
1027,115168,115.168
1028,82825,82.825
1029,69202,69.202
1030,98525,98.525
1031,85122,85.122
1032,105393,105.393
1033,84768,84.768
1034,70951,70.951
1035,88749,88.749
1036,76438,76.438
1037,79179,79.179
1038,67766,67.766
1039,68030,68.03
1040,77570,77.57
1041,78668,78.668
1042,85644,85.644
1043,69347,69.347
1044,76458,76.458
1045,82010,82.01
1046,78192,78.192
1047,123729,123.729
1048,188343,188.343
1049,74692,74.692
1050,78129,78.129
1051,64564,64.564
1052,81844,81.844
1053,178444,178.444
1054,63067,63.067
1055,89402,89.402
1056,60258,60.258
1057,92968,92.968
1058,79111,79.111
1059,72238,72.238
1060,120598,120.598
1061,74675,74.675
1062,83955,83.955
1063,83151,83.151
1064,77466,77.466
1065,82129,82.129
1066,75431,75.431
1067,71503,71.503
1068,70520,70.52
1069,62700,62.7
1070,185327,185.327
1071,70483,70.483
1072,78020,78.02
1073,76635,76.635
1074,80338,80.338
1075,83665,83.665
1076,77022,77.022
1077,82327,82.327
1078,92346,92.346
1079,70093,70.093
1080,72653,72.653
1081,65108,65.108
1082,94002,94.002
1083,95079,95.079
1084,83603,83.603
1085,82714,82.714
1086,62568,62.568
1087,94672,94.672
1088,77820,77.82
1089,70886,70.886
1090,70677,70.677
1091,63879,63.879
1092,76544,76.544
1093,82188,82.188
1094,69749,69.749
1095,69617,69.617
1096,194693,194.693
1097,89059,89.059
1098,81124,81.124
1099,70934,70.934
1100,79968,79.968
1101,74659,74.659
1102,79660,79.66
1103,74403,74.403
1104,66488,66.488
1105,91469,91.469
1106,75218,75.218
1107,221538,221.538
1108,89247,89.247
1109,74806,74.806
1110,91196,91.196
1111,72852,72.852
1112,217974,217.974
1113,75193,75.193
1114,71123,71.123
1115,83565,83.565
1116,69897,69.897
1117,98697,98.697
1118,93354,93.354
1119,179445,179.445
1120,91407,91.407
1121,65655,65.655
1122,106925,106.925
1123,80439,80.439
1124,75159,75.159
1125,101174,101.174
1126,76939,76.939
1127,107764,107.764
1128,93028,93.028
1129,91026,91.026
1130,94803,94.803
1131,85672,85.672
1132,112004,112.004
1133,111560,111.56
1134,86397,86.397
1135,86612,86.612
1136,77142,77.142
1137,181807,181.807
1138,77187,77.187
1139,61174,61.174
1140,65161,65.161
1141,57174,57.174
1142,90672,90.672
1143,185996,185.996
1144,65224,65.224
1145,68180,68.18
1146,69312,69.312
1147,107575,107.575
1148,79500,79.5
1149,75504,75.504
1150,76899,76.899
1151,81919,81.919
1152,91592,91.592
1153,72590,72.59
1154,63741,63.741
1155,88961,88.961
1156,91124,91.124
1157,77068,77.068
1158,66183,66.183
1159,74076,74.076
1160,97683,97.683
1161,87608,87.608
1162,86704,86.704
1163,74152,74.152
1164,77736,77.736
1165,72692,72.692
1166,63702,63.702
1167,77956,77.956
1168,68149,68.149
1169,61261,61.261
1170,79798,79.798
1171,71380,71.38
1172,88056,88.056
1173,88072,88.072
1174,62812,62.812
1175,85795,85.795
1176,64282,64.282
1177,92049,92.049
1178,77699,77.699
1179,176198,176.198
1180,90184,90.184
1181,68470,68.47
1182,97993,97.993
1183,73635,73.635
1184,101799,101.799
1185,88001,88.001
1186,102260,102.26
1187,87706,87.706
1188,71966,71.966
1189,71025,71.025
1190,81381,81.381
1191,65056,65.056
1192,71444,71.444
1193,77705,77.705
1194,64546,64.546
1195,77867,77.867
1196,71828,71.828
1197,215467,215.467
1198,79096,79.096
1199,67708,67.708
1200,78061,78.061
1201,73245,73.245
1202,228533,228.533
1203,100099,100.099
1204,66228,66.228
1205,88078,88.078
1206,76200,76.2
1207,94944,94.944
1208,189045,189.045
1209,80615,80.615
1210,90368,90.368
1211,71216,71.216
1212,97788,97.788
1213,75697,75.697
1214,64913,64.913
1215,81190,81.19
1216,96503,96.503
1217,105010,105.01
1218,77823,77.823
1219,63250,63.25
1220,126177,126.177
1221,72531,72.531
1222,113796,113.796
1223,98536,98.536
1224,74494,74.494
1225,91585,91.585
1226,82029,82.029
1227,119371,119.371
1228,91268,91.268
1229,77407,77.407
1230,97863,97.863
1231,106132,106.132
1232,246471,246.471
1233,82877,82.877
1234,83150,83.15
1235,122789,122.789
1236,261959,261.959
1237,81012,81.012
1238,83302,83.302
1239,71497,71.497
1240,101606,101.606
1241,68153,68.153
1242,77744,77.744
1243,76910,76.91
1244,66216,66.216
1245,69889,69.889
1246,88066,88.066
1247,207505,207.505
1248,85348,85.348
1249,81540,81.54
1250,74090,74.09
1251,67817,67.817
1252,84908,84.908
1253,129335,129.335
1254,66668,66.668
1255,68794,68.794
1256,61959,61.959
1257,78256,78.256
1258,87750,87.75
1259,93861,93.861
1260,87147,87.147
1261,92228,92.228
1262,86708,86.708
1263,80635,80.635
1264,87103,87.103
1265,83919,83.919
1266,76650,76.65
1267,79787,79.787
1268,85772,85.772
1269,69108,69.108
1270,70348,70.348
1271,64159,64.159
1272,86178,86.178
1273,77938,77.938
1274,70353,70.353
1275,63594,63.594
1276,59837,59.837
1277,86857,86.857
1278,70377,70.377
1279,78761,78.761
1280,73683,73.683
1281,64224,64.224
1282,227541,227.541
1283,80078,80.078
1284,69199,69.199
1285,116413,116.413
1286,90704,90.704
1287,90949,90.949
1288,70776,70.776
1289,78854,78.854
1290,84326,84.326
1291,65140,65.14
1292,83111,83.111
1293,79970,79.97
1294,199271,199.271
1295,81420,81.42
1296,64888,64.888
1297,225247,225.247
1298,184355,184.355
1299,69505,69.505
1300,71131,71.131
1301,80549,80.549
1302,89986,89.986
1303,70399,70.399
1304,72014,72.014
1305,91479,91.479
1306,100467,100.467
1307,95051,95.051
1308,81756,81.756
1309,71681,71.681
1310,105666,105.666
1311,121309,121.309
1312,103735,103.735
1313,82808,82.808
1314,68227,68.227
1315,88881,88.881
1316,189927,189.927
1317,98240,98.24
1318,79210,79.21
1319,77352,77.352
1320,95621,95.621
1321,86545,86.545
1322,111577,111.577
1323,189426,189.426
1324,74548,74.548
1325,93980,93.98
1326,76780,76.78
1327,237106,237.106
1328,101042,101.042
1329,92033,92.033
1330,130617,130.617
1331,75452,75.452
1332,120690,120.69
1333,87788,87.788
1334,90465,90.465
1335,90930,90.93
1336,98981,98.981
1337,96457,96.457
1338,82563,82.563
1339,79587,79.587
1340,82683,82.683
1341,66804,66.804
1342,69563,69.563
1343,84907,84.907
1344,58475,58.475
1345,65170,65.17
1346,68205,68.205
1347,124475,124.475
1348,83443,83.443
1349,68275,68.275
1350,69175,69.175
1351,60895,60.895
1352,70717,70.717
1353,77818,77.818
1354,66074,66.074
1355,66630,66.63
1356,66955,66.955
1357,82081,82.081
1358,186162,186.162
1359,95019,95.019
1360,98404,98.404
1361,63729,63.729
1362,86026,86.026
1363,82374,82.374
1364,93580,93.58
1365,100627,100.627
1366,68362,68.362
1367,78808,78.808
1368,84940,84.94
1369,71287,71.287
1370,95633,95.633
1371,66754,66.754
1372,86505,86.505
1373,98850,98.85
1374,67678,67.678
1375,72145,72.145
1376,63857,63.857
1377,89156,89.156
1378,73812,73.812
1379,68252,68.252
1380,97502,97.502
1381,181438,181.438
1382,76197,76.197
1383,118882,118.882
1384,72802,72.802
1385,77563,77.563
1386,66490,66.49
1387,159107,159.107
1388,73858,73.858
1389,57187,57.187
1390,67413,67.413
1391,55843,55.843
1392,62996,62.996
1393,71564,71.564
1394,56174,56.174
1395,56044,56.044
1396,46473,46.473
1397,67786,67.786
1398,61066,61.066
1399,48376,48.376
1400,59836,59.836
1401,58452,58.452
1402,67226,67.226
1403,120534,120.534
1404,44266,44.266
1405,83062,83.062
1406,60680,60.68
1407,75763,75.763
1408,72497,72.497
1409,59719,59.719
1410,80930,80.93
1411,58541,58.541
1412,223800,223.8
1413,57614,57.614
1414,50561,50.561
1415,96787,96.787
1416,53275,53.275
1417,90932,90.932
1418,72186,72.186
1419,53146,53.146
1420,85203,85.203
1421,48911,48.911
1422,92202,92.202
1423,79678,79.678
1424,51982,51.982
1425,60283,60.283
1426,46905,46.905
1427,99936,99.936
1428,450881,450.881
1429,57426,57.426
1430,89481,89.481
1431,58400,58.4
1432,107719,107.719
1433,66803,66.803
1434,60116,60.116
1435,78057,78.057
1436,60117,60.117
1437,66482,66.482
1438,97492,97.492
1439,57856,57.856
1440,64541,64.541
1441,46163,46.163
1442,58129,58.129
1443,54690,54.69
1444,156873,156.873
1445,57144,57.144
1446,56020,56.02
1447,117774,117.774
1448,70470,70.47
1449,59188,59.188
1450,70620,70.62
1451,48333,48.333
1452,57226,57.226
1453,116131,116.131
1454,51341,51.341
1455,55038,55.038
1456,47768,47.768
1457,75124,75.124
1458,55209,55.209
1459,43763,43.763
1460,94510,94.51
1461,59204,59.204
1462,66287,66.287
1463,61083,61.083
1464,74427,74.427
1465,61474,61.474
1466,48457,48.457
1467,72119,72.119
1468,73029,73.029
1469,46086,46.086
1470,57816,57.816
1471,43359,43.359
1472,58196,58.196
1473,57993,57.993
1474,48963,48.963
1475,54601,54.601
1476,44578,44.578
1477,53565,53.565
1478,60164,60.164
1479,43226,43.226
1480,54524,54.524
1481,42879,42.879
1482,63938,63.938
1483,81842,81.842
1484,61613,61.613
1485,60295,60.295
1486,44790,44.79
1487,56176,56.176
1488,71416,71.416
1489,99844,99.844
1490,66226,66.226
1491,56436,56.436
1492,60646,60.646
1493,60036,60.036
1494,40840,40.84
