source_file,n,mean_ms,median_ms,sd_ms,min_ms,max_ms,p95_ms,p99_ms,sent,received,lost,packet_loss_percent
e2e_encrypted_aes192.csv,5000,1.684942,1.656055,0.571045,0.349045,8.562088,2.652037,3.282120,5000,5000,0,0.000
