packet_counter,decrypt_time_ns,decrypt_time_us
216,90750,90.75
217,60316,60.316
218,247015,247.015
219,82870,82.87
220,100834,100.834
221,58110,58.11
222,65614,65.614
223,57851,57.851
224,68366,68.366
225,69791,69.791
226,57449,57.449
227,81350,81.35
228,317372,317.372
229,80951,80.951
230,83938,83.938
231,80082,80.082
232,129740,129.74
233,125973,125.973
234,72235,72.235
235,71423,71.423
236,66616,66.616
237,73926,73.926
238,110190,110.19
239,67220,67.22
240,122414,122.414
241,73081,73.081
242,99721,99.721
243,136065,136.065
244,79322,79.322
245,71939,71.939
246,64046,64.046
247,91406,91.406
248,124967,124.967
249,97524,97.524
250,80574,80.574
251,111090,111.09
252,431737,431.737
253,77609,77.609
254,55006,55.006
255,58955,58.955
256,55489,55.489
257,53060,53.06
258,61860,61.86
259,63552,63.552
260,89480,89.48
261,58330,58.33
262,82290,82.29
263,74337,74.337
264,65378,65.378
265,51034,51.034
266,47551,47.551
267,63547,63.547
268,56871,56.871
269,55594,55.594
270,62553,62.553
271,49513,49.513
272,54632,54.632
273,52541,52.541
274,48031,48.031
275,55483,55.483
276,53871,53.871
277,70685,70.685
278,82273,82.273
279,52527,52.527
280,67909,67.909
281,69209,69.209
282,57864,57.864
283,69662,69.662
284,87807,87.807
285,66571,66.571
286,69123,69.123
287,86880,86.88
288,317212,317.212
289,49663,49.663
290,71933,71.933
291,60009,60.009
292,61999,61.999
293,57398,57.398
294,55678,55.678
295,63419,63.419
296,57055,57.055
297,65581,65.581
298,59881,59.881
299,55950,55.95
300,82974,82.974
301,72053,72.053
302,139644,139.644
303,136207,136.207
304,82712,82.712
305,69677,69.677
306,54456,54.456
307,70802,70.802
308,66661,66.661
309,64392,64.392
310,69424,69.424
311,65435,65.435
312,241741,241.741
313,97476,97.476
314,72485,72.485
315,79888,79.888
316,99010,99.01
317,74146,74.146
318,99089,99.089
319,78778,78.778
320,53386,53.386
321,66232,66.232
322,63038,63.038
323,68587,68.587
324,59424,59.424
325,66800,66.8
326,63893,63.893
327,88577,88.577
328,86436,86.436
329,79998,79.998
330,76402,76.402
331,102253,102.253
332,109589,109.589
333,73551,73.551
334,77433,77.433
335,92496,92.496
336,88262,88.262
337,87071,87.071
338,137735,137.735
339,69244,69.244
340,95206,95.206
341,86504,86.504
342,100695,100.695
343,87107,87.107
344,71278,71.278
345,66235,66.235
346,387392,387.392
347,83807,83.807
348,86356,86.356
349,79212,79.212
350,154312,154.312
351,89336,89.336
352,145906,145.906
353,98597,98.597
354,61064,61.064
355,59778,59.778
356,74237,74.237
357,62599,62.599
358,73974,73.974
359,52236,52.236
360,57814,57.814
361,56504,56.504
362,78325,78.325
363,64855,64.855
364,61067,61.067
365,61785,61.785
366,60190,60.19
367,60710,60.71
368,70398,70.398
369,65986,65.986
370,78450,78.45
371,57482,57.482
372,73838,73.838
373,70573,70.573
374,62684,62.684
375,62851,62.851
376,55076,55.076
377,69025,69.025
378,66742,66.742
379,67716,67.716
380,78062,78.062
381,72268,72.268
382,131466,131.466
383,75440,75.44
384,65221,65.221
385,59257,59.257
386,135119,135.119
387,73238,73.238
388,66362,66.362
389,60846,60.846
390,98235,98.235
391,66847,66.847
392,63138,63.138
393,76178,76.178
394,61042,61.042
395,67041,67.041
396,61816,61.816
397,64851,64.851
398,54369,54.369
399,50221,50.221
400,86679,86.679
401,77672,77.672
402,77429,77.429
403,64883,64.883
404,73969,73.969
405,82621,82.621
406,69346,69.346
407,70112,70.112
408,521991,521.991
409,67984,67.984
410,80818,80.818
411,92875,92.875
412,81438,81.438
413,105365,105.365
414,71371,71.371
415,73622,73.622
416,60267,60.267
417,71899,71.899
418,125475,125.475
419,54260,54.26
420,62909,62.909
421,55113,55.113
422,63298,63.298
423,65133,65.133
424,61992,61.992
425,94361,94.361
426,82886,82.886
427,72640,72.64
428,74428,74.428
429,66408,66.408
430,114285,114.285
431,72008,72.008
432,94499,94.499
433,85403,85.403
434,72276,72.276
435,87896,87.896
436,446756,446.756
437,94934,94.934
438,103783,103.783
439,65599,65.599
440,476540,476.54
441,82525,82.525
442,139650,139.65
443,92058,92.058
444,111299,111.299
445,61348,61.348
446,66748,66.748
447,82705,82.705
448,73483,73.483
449,87693,87.693
450,113480,113.48
451,74392,74.392
452,110416,110.416
453,75674,75.674
454,58446,58.446
455,73158,73.158
456,74110,74.11
457,86049,86.049
458,84244,84.244
459,73254,73.254
460,74058,74.058
461,66922,66.922
462,75345,75.345
463,87413,87.413
464,78263,78.263
465,76783,76.783
466,62785,62.785
467,72870,72.87
468,64422,64.422
469,62127,62.127
470,61740,61.74
471,54949,54.949
472,80630,80.63
473,76920,76.92
474,56772,56.772
475,56059,56.059
476,51648,51.648
477,71072,71.072
478,76468,76.468
479,69071,69.071
480,108413,108.413
481,71143,71.143
482,69040,69.04
483,57060,57.06
484,68160,68.16
485,66998,66.998
486,79619,79.619
487,97512,97.512
488,83435,83.435
489,70021,70.021
490,64792,64.792
491,76306,76.306
492,85937,85.937
493,137482,137.482
494,56851,56.851
495,69419,69.419
496,124053,124.053
497,65445,65.445
498,69753,69.753
499,65627,65.627
500,76351,76.351
501,66059,66.059
502,72987,72.987
503,67141,67.141
504,62155,62.155
505,69776,69.776
506,56181,56.181
507,66672,66.672
508,110878,110.878
509,53973,53.973
510,81582,81.582
511,60031,60.031
512,71474,71.474
513,92814,92.814
514,69307,69.307
515,58445,58.445
516,65127,65.127
517,57574,57.574
518,124045,124.045
519,71239,71.239
520,57148,57.148
521,48973,48.973
522,83319,83.319
523,69421,69.421
524,51342,51.342
525,64341,64.341
526,54122,54.122
527,84998,84.998
528,109027,109.027
529,76025,76.025
530,88042,88.042
531,86374,86.374
532,104573,104.573
533,75002,75.002
534,62341,62.341
535,89600,89.6
536,68693,68.693
537,84992,84.992
538,122046,122.046
539,93044,93.044
540,126276,126.276
541,77586,77.586
542,130409,130.409
543,100919,100.919
544,62530,62.53
545,59360,59.36
546,53217,53.217
547,92168,92.168
548,71581,71.581
549,121420,121.42
550,114710,114.71
551,75730,75.73
552,81663,81.663
553,84064,84.064
554,68296,68.296
555,56574,56.574
556,61511,61.511
557,60099,60.099
558,113785,113.785
559,66373,66.373
560,59150,59.15
561,53640,53.64
562,60215,60.215
563,69928,69.928
564,75021,75.021
565,82996,82.996
566,77425,77.425
567,66269,66.269
568,73660,73.66
569,84455,84.455
570,346020,346.02
571,75215,75.215
572,68790,68.79
573,187529,187.529
574,268084,268.084
575,75332,75.332
576,126042,126.042
577,77856,77.856
578,154970,154.97
579,93121,93.121
580,80344,80.344
581,72495,72.495
582,104504,104.504
583,86164,86.164
584,67356,67.356
585,169509,169.509
586,85425,85.425
587,55514,55.514
588,66504,66.504
589,72698,72.698
590,92152,92.152
591,98936,98.936
592,65869,65.869
593,57317,57.317
594,70846,70.846
595,93674,93.674
596,56866,56.866
597,63828,63.828
598,84446,84.446
599,60937,60.937
600,189638,189.638
601,57940,57.94
602,162201,162.201
603,80047,80.047
604,60557,60.557
605,60879,60.879
606,74721,74.721
607,66604,66.604
608,74865,74.865
609,64124,64.124
610,61261,61.261
611,68907,68.907
612,69617,69.617
613,78646,78.646
614,59117,59.117
615,68473,68.473
616,77489,77.489
617,63474,63.474
618,65523,65.523
619,51712,51.712
620,142825,142.825
621,62038,62.038
622,64809,64.809
623,69257,69.257
624,53099,53.099
625,131660,131.66
626,52008,52.008
627,97518,97.518
628,246342,246.342
629,86353,86.353
630,81610,81.61
631,90229,90.229
632,107234,107.234
633,64170,64.17
634,57696,57.696
635,77003,77.003
636,248175,248.175
637,66989,66.989
638,92856,92.856
639,71043,71.043
640,430158,430.158
641,91558,91.558
642,92540,92.54
643,86048,86.048
644,61916,61.916
645,81380,81.38
646,62731,62.731
647,81872,81.872
648,114132,114.132
649,88911,88.911
650,123898,123.898
651,82282,82.282
652,81505,81.505
653,99232,99.232
654,73185,73.185
655,90208,90.208
656,65414,65.414
657,84462,84.462
658,82430,82.43
659,73950,73.95
660,97190,97.19
661,54592,54.592
662,69787,69.787
663,79786,79.786
664,59489,59.489
665,62585,62.585
666,65464,65.464
667,78258,78.258
668,76886,76.886
669,72633,72.633
670,1790824,1790.824
671,85980,85.98
672,91744,91.744
673,52470,52.47
674,74925,74.925
675,80252,80.252
676,57966,57.966
677,64894,64.894
678,144677,144.677
679,82514,82.514
680,79748,79.748
681,80759,80.759
682,71310,71.31
683,52582,52.582
684,94481,94.481
685,68573,68.573
686,69192,69.192
687,69956,69.956
688,64802,64.802
689,65649,65.649
690,64117,64.117
691,81511,81.511
692,103214,103.214
693,105994,105.994
694,67122,67.122
695,72314,72.314
696,64822,64.822
697,71162,71.162
698,61176,61.176
699,87750,87.75
700,72341,72.341
701,60409,60.409
702,56406,56.406
703,51215,51.215
704,54486,54.486
705,56320,56.32
706,54359,54.359
707,59646,59.646
708,52987,52.987
709,67938,67.938
710,66662,66.662
711,81482,81.482
712,99985,99.985
713,91034,91.034
714,82707,82.707
715,68837,68.837
716,60742,60.742
717,70525,70.525
718,64600,64.6
719,69970,69.97
720,84982,84.982
721,68259,68.259
722,72181,72.181
723,83921,83.921
724,51842,51.842
725,47990,47.99
726,57271,57.271
727,87696,87.696
728,155402,155.402
729,68162,68.162
730,96815,96.815
731,264465,264.465
732,90864,90.864
733,65794,65.794
734,64017,64.017
735,74050,74.05
736,67125,67.125
737,80260,80.26
738,106217,106.217
739,68120,68.12
740,328907,328.907
741,83021,83.021
742,330832,330.832
743,116335,116.335
744,97330,97.33
745,63120,63.12
746,62260,62.26
747,82741,82.741
748,80495,80.495
749,80086,80.086
750,247067,247.067
751,82404,82.404
752,105038,105.038
753,86673,86.673
754,66096,66.096
755,75205,75.205
756,62196,62.196
757,70147,70.147
758,75845,75.845
759,64823,64.823
760,95377,95.377
761,55449,55.449
762,71203,71.203
763,76401,76.401
764,58381,58.381
765,58081,58.081
766,72116,72.116
767,69644,69.644
768,125164,125.164
769,127629,127.629
770,76692,76.692
771,71194,71.194
772,69428,69.428
773,53077,53.077
774,67561,67.561
775,72757,72.757
776,58532,58.532
777,67068,67.068
778,74737,74.737
779,71254,71.254
780,79411,79.411
781,70164,70.164
782,65623,65.623
783,59370,59.37
784,55384,55.384
785,89190,89.19
786,138567,138.567
787,59134,59.134
788,69069,69.069
789,85308,85.308
790,70809,70.809
791,57278,57.278
792,55126,55.126
793,110576,110.576
794,92322,92.322
795,80016,80.016
796,65896,65.896
797,74719,74.719
798,54025,54.025
799,58361,58.361
800,85843,85.843
801,73528,73.528
802,83917,83.917
803,71867,71.867
804,70567,70.567
805,63866,63.866
806,56347,56.347
807,81161,81.161
808,59920,59.92
809,67790,67.79
810,53404,53.404
811,53073,53.073
812,74547,74.547
813,66366,66.366
814,59412,59.412
815,95227,95.227
816,54775,54.775
817,55363,55.363
818,68637,68.637
819,69461,69.461
820,67127,67.127
821,59325,59.325
822,57676,57.676
823,95302,95.302
824,59203,59.203
825,71886,71.886
826,100717,100.717
827,100954,100.954
828,117974,117.974
829,86782,86.782
830,118913,118.913
831,105581,105.581
832,87057,87.057
833,66816,66.816
834,61655,61.655
835,75410,75.41
836,70409,70.409
837,83873,83.873
838,201867,201.867
839,69904,69.904
840,117669,117.669
841,143211,143.211
842,87573,87.573
843,74552,74.552
844,124659,124.659
845,82551,82.551
846,72169,72.169
847,76071,76.071
848,92021,92.021
849,69857,69.857
850,84593,84.593
851,72156,72.156
852,83330,83.33
853,100891,100.891
854,60885,60.885
855,57880,57.88
856,66879,66.879
857,68472,68.472
858,116408,116.408
859,68772,68.772
860,68593,68.593
861,55570,55.57
862,65771,65.771
863,62620,62.62
864,64775,64.775
865,65497,65.497
866,62105,62.105
867,62982,62.982
868,55955,55.955
869,79142,79.142
870,100590,100.59
871,68884,68.884
872,80838,80.838
873,68560,68.56
874,73667,73.667
875,71904,71.904
876,65645,65.645
877,67995,67.995
878,104762,104.762
879,66338,66.338
880,319226,319.226
881,83855,83.855
882,130974,130.974
883,55502,55.502
884,62420,62.42
885,70606,70.606
886,89713,89.713
887,57097,57.097
888,62485,62.485
889,113560,113.56
890,76809,76.809
891,61444,61.444
892,71147,71.147
893,60598,60.598
894,61305,61.305
895,104779,104.779
896,94254,94.254
897,60672,60.672
898,95883,95.883
899,70311,70.311
900,77233,77.233
901,65574,65.574
902,76332,76.332
903,57162,57.162
904,81666,81.666
905,68989,68.989
906,85228,85.228
907,80137,80.137
908,64292,64.292
909,128753,128.753
910,127962,127.962
911,73615,73.615
912,96356,96.356
913,75484,75.484
914,51675,51.675
915,57813,57.813
916,63743,63.743
917,72170,72.17
918,66655,66.655
919,70522,70.522
920,68529,68.529
921,61582,61.582
922,64800,64.8
923,62512,62.512
924,67407,67.407
925,62590,62.59
926,61965,61.965
927,95985,95.985
928,76554,76.554
929,86155,86.155
930,85086,85.086
931,170604,170.604
932,97914,97.914
933,81264,81.264
934,69140,69.14
935,83469,83.469
936,64690,64.69
937,72661,72.661
938,76016,76.016
939,84876,84.876
940,125511,125.511
941,74108,74.108
942,111984,111.984
943,86507,86.507
944,73297,73.297
945,67048,67.048
946,149170,149.17
947,86515,86.515
948,192821,192.821
949,103331,103.331
950,126403,126.403
951,79847,79.847
952,96212,96.212
953,156768,156.768
954,105111,105.111
955,69477,69.477
956,50605,50.605
957,78342,78.342
958,49313,49.313
959,52445,52.445
960,53610,53.61
961,54196,54.196
962,55611,55.611
963,48656,48.656
964,58612,58.612
965,58440,58.44
966,71917,71.917
967,56530,56.53
968,71986,71.986
969,53238,53.238
970,71520,71.52
971,69914,69.914
972,74487,74.487
973,120034,120.034
974,81380,81.38
975,90799,90.799
976,62083,62.083
977,66464,66.464
978,57924,57.924
979,59311,59.311
980,61604,61.604
981,61501,61.501
982,59430,59.43
983,61162,61.162
984,71095,71.095
985,72839,72.839
986,64258,64.258
987,88962,88.962
988,125799,125.799
989,137638,137.638
990,86153,86.153
991,71990,71.99
992,73601,73.601
993,78637,78.637
994,65335,65.335
995,58451,58.451
996,53390,53.39
997,103298,103.298
998,63984,63.984
999,68852,68.852
1000,661690,661.69
1001,242263,242.263
1002,68237,68.237
1003,65302,65.302
1004,107539,107.539
1005,141619,141.619
1006,100411,100.411
1007,98664,98.664
1008,73799,73.799
1009,290413,290.413
1010,102714,102.714
1011,91156,91.156
1012,66854,66.854
1013,154517,154.517
1014,67028,67.028
1015,90453,90.453
1016,65158,65.158
1017,92067,92.067
1018,114485,114.485
1019,93782,93.782
1020,73286,73.286
1021,86021,86.021
1022,86963,86.963
1023,80662,80.662
1024,110339,110.339
1025,122906,122.906
1026,291236,291.236
1027,81701,81.701
1028,73813,73.813
1029,112266,112.266
1030,150754,150.754
1031,84190,84.19
1032,75079,75.079
1033,77739,77.739
1034,84043,84.043
1035,145568,145.568
1036,100164,100.164
1037,81799,81.799
1038,107502,107.502
1039,97190,97.19
1040,96496,96.496
1041,76008,76.008
1042,123878,123.878
1043,145211,145.211
1044,416319,416.319
1045,133358,133.358
1046,214703,214.703
1047,143983,143.983
1048,132135,132.135
1049,82256,82.256
1050,290323,290.323
1051,86645,86.645
1052,100164,100.164
1053,91961,91.961
1054,81235,81.235
1055,87479,87.479
1056,103774,103.774
1057,125361,125.361
1058,82289,82.289
1059,356359,356.359
1060,138694,138.694
1061,89153,89.153
1062,239742,239.742
1063,114409,114.409
1064,255233,255.233
1065,97550,97.55
1066,74782,74.782
1067,109417,109.417
1068,96996,96.996
1069,91318,91.318
1070,69903,69.903
1071,84819,84.819
1072,67780,67.78
1073,61959,61.959
1074,87205,87.205
1075,92732,92.732
1076,119137,119.137
1077,88311,88.311
1078,77571,77.571
1079,313734,313.734
1080,84400,84.4
1081,83216,83.216
1082,108784,108.784
1083,103386,103.386
1084,107399,107.399
1085,92758,92.758
1086,231174,231.174
1087,76160,76.16
1088,97679,97.679
1089,80017,80.017
1090,69812,69.812
1091,67696,67.696
1092,91889,91.889
1093,66309,66.309
1094,88317,88.317
1095,66021,66.021
1096,93762,93.762
1097,88857,88.857
1098,85567,85.567
1099,73061,73.061
1100,83693,83.693
1101,78239,78.239
1102,336076,336.076
1103,68019,68.019
1104,67702,67.702
1105,73394,73.394
1106,67063,67.063
1107,80946,80.946
1108,94210,94.21
1109,73351,73.351
1110,219168,219.168
1111,74958,74.958
1112,232131,232.131
1113,93051,93.051
1114,73411,73.411
1115,65909,65.909
1116,69328,69.328
1117,69594,69.594
1118,69759,69.759
1119,104775,104.775
1120,91207,91.207
1121,85317,85.317
1122,71491,71.491
1123,101986,101.986
1124,106371,106.371
1125,79135,79.135
1126,86475,86.475
1127,114908,114.908
1128,87440,87.44
1129,124228,124.228
1130,72348,72.348
1131,97331,97.331
1132,71044,71.044
1133,61601,61.601
1134,93801,93.801
1135,79910,79.91
1136,91073,91.073
1137,109753,109.753
1138,128044,128.044
1139,74833,74.833
1140,90890,90.89
1141,73538,73.538
1142,92904,92.904
1143,128264,128.264
1144,77568,77.568
1145,75343,75.343
1146,91125,91.125
1147,90975,90.975
1148,87308,87.308
1149,88201,88.201
1150,133097,133.097
1151,127622,127.622
1152,104805,104.805
1153,281355,281.355
1154,82192,82.192
1155,100261,100.261
1156,68103,68.103
1157,98490,98.49
1158,75136,75.136
1159,115036,115.036
1160,102650,102.65
1161,106927,106.927
1162,113235,113.235
1163,113153,113.153
1164,105150,105.15
1165,63402,63.402
1166,91173,91.173
1167,69860,69.86
1168,190271,190.271
1169,73742,73.742
1170,78125,78.125
1171,64573,64.573
1172,95774,95.774
1173,81083,81.083
1174,73499,73.499
1175,84707,84.707
1176,83317,83.317
1177,64681,64.681
1178,65661,65.661
1179,95484,95.484
1180,102453,102.453
1181,116376,116.376
1182,80781,80.781
1183,105264,105.264
1184,92832,92.832
1185,69156,69.156
1186,69936,69.936
1187,79288,79.288
1188,89462,89.462
1189,86767,86.767
1190,232790,232.79
1191,251260,251.26
1192,88019,88.019
1193,100768,100.768
1194,85931,85.931
1195,100718,100.718
1196,98600,98.6
1197,88299,88.299
1198,75606,75.606
1199,114056,114.056
1200,84318,84.318
1201,85568,85.568
1202,260712,260.712
1203,109815,109.815
1204,92285,92.285
1205,78237,78.237
1206,92021,92.021
1207,84027,84.027
1208,70039,70.039
1209,92314,92.314
1210,67514,67.514
1211,69099,69.099
1212,77227,77.227
1213,78750,78.75
1214,386428,386.428
1215,81115,81.115
1216,69392,69.392
1217,82811,82.811
1218,89616,89.616
1219,66511,66.511
1220,65204,65.204
1221,64274,64.274
1222,90678,90.678
1223,62610,62.61
1224,68168,68.168
1225,73118,73.118
1226,62006,62.006
1227,69110,69.11
1228,69058,69.058
1229,106187,106.187
1230,230842,230.842
1231,95742,95.742
1232,86433,86.433
1233,84447,84.447
1234,63209,63.209
1235,76967,76.967
1236,113583,113.583
1237,120955,120.955
1238,186596,186.596
1239,150645,150.645
1240,115986,115.986
1241,95845,95.845
1242,110942,110.942
1243,80656,80.656
1244,90417,90.417
1245,264600,264.6
1246,249318,249.318
1247,108233,108.233
1248,151718,151.718
1249,76988,76.988
1250,92465,92.465
1251,105702,105.702
1252,108707,108.707
1253,102034,102.034
1254,95851,95.851
1255,95776,95.776
1256,92213,92.213
1257,93253,93.253
1258,126446,126.446
1259,108806,108.806
1260,133354,133.354
1261,96333,96.333
1262,140725,140.725
1263,82202,82.202
1264,84585,84.585
1265,232066,232.066
1266,91702,91.702
1267,94797,94.797
1268,81915,81.915
1269,319998,319.998
1270,97499,97.499
1271,120320,120.32
1272,108527,108.527
1273,159983,159.983
1274,122010,122.01
1275,125830,125.83
1276,77817,77.817
1277,109072,109.072
1278,82688,82.688
1279,110380,110.38
1280,109239,109.239
1281,118112,118.112
1282,105807,105.807
1283,400381,400.381
1284,468153,468.153
1285,73130,73.13
1286,90534,90.534
1287,62931,62.931
1288,87428,87.428
1289,77848,77.848
1290,84118,84.118
1291,87954,87.954
1292,96869,96.869
1293,101509,101.509
1294,73771,73.771
1295,76340,76.34
1296,81056,81.056
1297,94995,94.995
1298,74994,74.994
1299,72240,72.24
1300,87794,87.794
1301,76300,76.3
1302,61016,61.016
1303,57982,57.982
1304,59836,59.836
1305,77103,77.103
1306,82158,82.158
1307,71647,71.647
1308,96299,96.299
1309,77255,77.255
1310,84438,84.438
1311,72184,72.184
1312,120848,120.848
1313,74788,74.788
1314,75937,75.937
1315,76440,76.44
1316,243884,243.884
1317,81525,81.525
1318,78683,78.683
1319,89461,89.461
1320,90650,90.65
1321,83223,83.223
1322,229743,229.743
1323,89340,89.34
1324,62813,62.813
1325,86329,86.329
1326,66483,66.483
1327,78809,78.809
1328,65299,65.299
1329,83735,83.735
1330,83586,83.586
1331,109539,109.539
1332,113224,113.224
1333,109566,109.566
1334,104502,104.502
1335,85442,85.442
1336,94636,94.636
1337,100569,100.569
1338,90261,90.261
1339,88296,88.296
1340,99931,99.931
1341,94078,94.078
1342,91789,91.789
1343,90964,90.964
1344,106603,106.603
1345,86626,86.626
1346,78589,78.589
1347,78064,78.064
1348,85193,85.193
1349,73710,73.71
1350,112273,112.273
1351,96618,96.618
1352,93823,93.823
1353,88397,88.397
1354,73147,73.147
1355,88930,88.93
1356,85353,85.353
1357,538874,538.874
1358,93067,93.067
1359,122179,122.179
1360,133947,133.947
1361,198213,198.213
1362,411467,411.467
1363,85774,85.774
1364,84614,84.614
1365,100548,100.548
1366,89117,89.117
1367,91951,91.951
1368,85089,85.089
1369,134948,134.948
1370,98303,98.303
1371,83215,83.215
1372,81091,81.091
1373,86028,86.028
1374,84153,84.153
1375,89014,89.014
1376,234810,234.81
1377,91372,91.372
1378,86333,86.333
1379,93817,93.817
1380,94069,94.069
1381,88262,88.262
1382,112298,112.298
1383,120460,120.46
1384,100734,100.734
1385,79010,79.01
1386,92744,92.744
1387,94897,94.897
1388,71659,71.659
1389,99411,99.411
1390,102917,102.917
1391,70015,70.015
1392,89923,89.923
1393,80251,80.251
1394,91018,91.018
1395,123378,123.378
1396,78443,78.443
1397,93988,93.988
1398,87885,87.885
1399,240015,240.015
1400,87948,87.948
1401,87168,87.168
1402,117175,117.175
1403,71224,71.224
1404,461737,461.737
1405,107746,107.746
1406,249767,249.767
1407,69009,69.009
1408,84917,84.917
1409,125142,125.142
1410,140620,140.62
1411,107311,107.311
1412,145127,145.127
1413,124437,124.437
1414,169674,169.674
1415,143338,143.338
1416,105644,105.644
1417,107927,107.927
1418,159045,159.045
1419,189287,189.287
1420,128832,128.832
1421,126215,126.215
1422,100031,100.031
1423,84903,84.903
1424,77434,77.434
1425,90280,90.28
1426,92818,92.818
1427,80424,80.424
1428,115348,115.348
1429,81986,81.986
1430,77819,77.819
1431,71918,71.918
1432,75265,75.265
1433,103953,103.953
1434,77936,77.936
1435,106185,106.185
1436,108407,108.407
1437,115796,115.796
1438,352305,352.305
1439,91611,91.611
1440,75007,75.007
1441,97845,97.845
1442,124497,124.497
1443,90543,90.543
1444,112202,112.202
1445,110211,110.211
1446,94499,94.499
1447,130521,130.521
1448,97189,97.189
1449,103777,103.777
1450,134898,134.898
1451,82945,82.945
1452,112881,112.881
1453,95468,95.468
1454,73286,73.286
1455,87600,87.6
1456,62185,62.185
1457,107050,107.05
1458,108965,108.965
1459,89492,89.492
1460,139021,139.021
1461,105608,105.608
1462,136015,136.015
1463,115559,115.559
1464,90126,90.126
1465,86915,86.915
1466,78538,78.538
1467,128236,128.236
1468,151918,151.918
1469,144698,144.698
1470,339889,339.889
1471,111505,111.505
1472,96738,96.738
1473,83727,83.727
1474,358833,358.833
1475,99030,99.03
1476,60688,60.688
1477,84104,84.104
1478,57139,57.139
1479,62313,62.313
1480,69589,69.589
1481,80794,80.794
1482,82981,82.981
1483,68926,68.926
1484,122385,122.385
1485,97739,97.739
1486,93570,93.57
1487,99302,99.302
1488,90995,90.995
1489,104921,104.921
1490,99784,99.784
1491,76726,76.726
1492,391519,391.519
1493,92431,92.431
1494,67273,67.273
