source_file,n,mean_ms,median_ms,sd_ms,min_ms,max_ms,p95_ms,p99_ms,sent,received,lost,packet_loss_percent
e2e_encrypted_aes192.csv,5000,1.228469,1.167059,0.470369,0.586033,22.265911,1.832056,2.228091,5000,5000,0,0.000
