source_file,n,mean_ms,median_ms,sd_ms,min_ms,max_ms,p95_ms,p99_ms,sent,received,lost,packet_loss_percent
e2e_unencrypted.csv,5000,0.316945,0.312805,0.229867,0.015974,3.081083,0.683117,1.138279,5000,5000,0,0.000
